id,brand,car_model,type,desc,problem,datetime,status
513086,东风本田,思铂睿,2013款 2.4L 自动 TYPE-S,东风本田思铂睿行驶中转向沉重要求解决,"D156,D291,",2020-08-23,用户评分
513085,广汽本田,雅阁,2016款 2.0L CVT 精英版,广汽本田雅阁右侧日间行车灯不亮要求解决,"H82,",2020-08-23,处理反馈
513078,一汽-大众,T-ROC探歌,2018款 280TSI DSG 两驱 舒适型 国V,一汽大众T-ROC探歌大灯亮度不足要求处理,"H82,",2020-08-23,用户评分
513077,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾轮速传感器多次报警要求解决,"E62,N317,",2020-08-23,处理反馈
513076,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国V,一汽大众奥迪A4L车身镀铬亮条氧化严重,"H81,",2020-08-23,信息审核
513075,奇瑞汽车,捷途X70,2018款 1.5T 手动 畅行版,捷途X70经销商承诺免费保养不兑现,"L313,",2020-08-23,用户评分
513068,上汽大众,途安,2018款 途安L 280TSI 自动 豪华版 7座,上汽大众途安左侧A柱三角窗处传出异响,"H164,I295,",2020-08-23,处理反馈
513065,奇瑞汽车,瑞虎7,2020款 1.6T DCT 型 PRO,奇瑞瑞虎7底盘多处生锈4S店修出新故障,"H79,J300,",2020-08-23,处理反馈
513061,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞仪表台出油反光影响驾驶安全,"H176,",2020-08-23,处理反馈
513060,BEIJING汽车,绅宝D50,2014款 1.5L 手动 精英版,绅宝D50安全气囊故障灯亮无法消除,"H103,",2020-08-23,处理反馈
513058,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳刹车失灵 大灯亮度过低,"E29,H82,",2020-08-23,处理反馈
513052,华晨宝马,宝马X1,2015款 xDrive20i 时尚型,华晨宝马X1转向时失去助力故障灯亮,"D156,D291,",2020-08-23,处理反馈
513049,江铃福特,全顺,2017款 2.0T 多功能商用车 短轴 低顶 国V 柴油,江铃福特全顺三元催化器堵塞导致故障灯亮,"A34,H54,",2020-08-23,处理反馈
513044,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,广汽本田凌派涡轮增压器异响动力不足,"A189,",2020-08-23,处理反馈
513041,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,一起大众迈腾新车机油泄漏4S店出售问题车,"M284,",2020-08-23,用户评分
513037,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸行驶中加速时变速箱异响,"B33,",2020-08-23,处理反馈
513030,广汽丰田,YARiS L 致炫,2016款 1.5E CVT 魅动版 改款,广汽丰田致炫原装韩泰轮胎出现裂纹,"F100,",2020-08-23,处理反馈
513023,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度冷车启动时发动机异响,"A9,",2020-08-23,处理反馈
513020,一汽-大众,高尔夫,2016款 1.6L  自动 舒适型,一汽大众高尔夫换挡机构故障导致故障灯亮,"B96,B184,",2020-08-23,处理反馈
513019,东风雪铁龙,C4世嘉,2016款 1.6L 手动 豪华型,东风雪铁龙C4世嘉方向盘晃动要求更换,"D80,",2020-08-23,处理反馈
513018,广汽丰田,雷凌,2014款 1.6G CVT 精英版,广汽丰田雷凌变速箱漏油 后减震器漏油,"B22,G25,",2020-08-23,处理反馈
513017,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,广汽本田凌派行驶中涡轮增压器故障无法加速,"A189,",2020-08-23,处理反馈
513012,奇瑞汽车,瑞虎3x,2017款 1.5L 手动 时尚版,奇瑞瑞虎3x前风挡玻璃无故开裂希望处理,"H113,",2020-08-23,用户评分
513011,广汽乘用车,传祺GA8,2017款 280T 尊享版,广汽传祺GA8水管破损渗漏防冻液希望处理,"A37,H168,",2020-08-23,处理反馈
513008,江淮汽车,瑞风S5,2014款 2.0L 手动 尊贵版,江淮瑞风S5发动机掉落厂家不处理,"A241,",2020-08-23,处理反馈
513004,长城汽车,炮,2019款 2.0T 自动 两驱 舒适版 汽油 GW4C20B,长城炮车联网功能无法使用希望尽快处理,"H155,",2020-08-23,处理反馈
513002,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳变速箱异响无法加速,"B33,B334,",2020-08-23,用户评分
512999,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸右前轮刹车异响严重,"E43,",2020-08-23,处理反馈
512998,众泰汽车,众泰E200,2016款 纯电动 三门两座科技版,众泰E200动力电池故障无法行驶无配件,"H343,N318,",2020-08-23,厂家受理
512997,上汽大众,途观,2013款 2.0TSI 自动 四驱 豪华版,上汽大众途观进气管漏油希望处理,"A12,",2020-08-23,处理反馈
512988,一汽-大众,速腾,2017款 230TSI 自动 舒适型,一汽大众速腾高速行驶时多个故障灯亮,"D156,D291,E74,E62,H203,",2020-08-23,处理反馈
512986,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 风尚版 国VI,东风本田CR-V前机盖爆皮车门金属条掉色,"H81,",2020-08-23,处理反馈
512985,北京奔驰,奔驰C级,2016款 200 运动版,北京奔驰C级发动机启动延迟 故障灯亮,"A34,A44,",2020-08-23,信息审核
512982,上汽通用五菱,新宝骏RS-5,2019款 1.5T CVT 智能驾控豪华版 国VI,新宝骏RS-5车门饰条开裂 自动刹车功能不全,"H179,I295,M279,",2020-08-23,处理反馈
512974,一汽吉林,森雅R7,2017款 1.6L 手动 豪华型,一汽吉林森雅R7发动机漏油希望厂家处理,"A12,",2020-08-23,信息审核
512971,上汽大众,朗逸,2018款 1.5L 自动 舒适版 国V,上汽大众朗逸韩泰轮胎开裂存在质量问题,"F100,",2020-08-23,处理反馈
512970,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎出现裂口严重影响安全,"F100,",2020-08-23,用户评分
512966,东风本田,本田XR-V,2020款 1.5L CVT 舒适版,东风本田XR-V 4S店收取购车意向金不予退还,"K309,",2020-08-23,处理反馈
512962,一汽-大众,速腾,2019款 200TSI DSG 舒适型 国V,一汽大众速腾换挡时变速箱有异响,"B33,",2020-08-23,用户评分
512959,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾四条韩泰轮胎出现裂纹,"F100,",2020-08-23,用户评分
512955,广汽丰田,凯美瑞,2018款 2.5HG E-CVT 豪华版,广汽丰田凯美瑞机油增多无解决方案,"A339,",2020-08-23,用户评分
512954,华晨宝马,宝马5系,2018款 530Li 领先型 M运动套装 改款,华晨宝马5系4S店维修车辆故意拖延,"I282,L314,",2020-08-23,用户评分
512950,东风本田,本田XR-V,2015款 1.5L LXi CVT经典版,东风本田XR-V发动机启动时异响严重,"A9,",2020-08-23,处理反馈
512948,广汽丰田,凯美瑞,2012款 凯美瑞·尊瑞 2.5 HG 自动 豪华版,广汽丰田凯美瑞混合动力系统故障无法加速,"H343,",2020-08-23,处理反馈
512936,上汽大众,途观L,2019款 330TSI 自动 两驱 R-Line旗舰版 国VI,上汽大众途观L方向盘居中时车辆却向右跑偏,"G117,",2020-08-23,用户评分
512933,众泰汽车,众泰T600,2015款 1.5T 手动 尊贵型,众泰T600副驾驶中控台处有漏水的现象,"H109,",2020-08-23,信息审核
512927,华晨宝马,宝马5系,2020款 530Li 尊享型 M运动套装,华晨宝马5系车机系统一直无法进行升级,"O348,",2020-08-23,处理反馈
512923,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车门 车窗及车身异响,"H72,H15,",2020-08-23,信息审核
512920,北京现代,悦动,2018款 1.6L 自动 悦目版 GL 国V,北京现代悦动车身多处锈蚀影像行车安全,"H79,",2020-08-23,处理反馈
512912,一汽吉林,森雅R9,2018款 1.2T 自动 豪华智尚型,一汽吉林森雅R9变速箱及废气排放系统故障,"A34,B96,",2020-08-23,厂家受理
512908,华晨宝马,宝马5系,2019款 530Li 领先型 豪华套装 改款,华晨宝马5系车内持续异响希望解决,"H164,",2020-08-23,处理反馈
512907,江淮汽车,瑞风M4,2016款 2.0L 豪华型,江淮瑞风M4发动机无故障码抖动,"A24,",2020-08-23,处理反馈
512906,长安马自达,马自达CX-5,2015款 2.5L 自动 四驱 旗舰型,长安马自达CX-5悦联系统屏幕乱跳,"H134,",2020-08-23,处理反馈
512902,广汽本田,凌派,2019款 180Turbo CVT 领先版 国V,广汽本田凌派4S店召回燃油泵后发动机熄火,"A14,",2020-08-23,处理反馈
512900,一汽吉林,森雅R9,2018款 1.2T 自动 豪华智尚型,一汽吉林森雅R9厂家不提供配件无法维修,"N318,",2020-08-23,信息审核
512899,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车身低频共振 前后雨刮异响,"H268,H60,",2020-08-23,处理反馈
512898,一汽-大众,捷达,2019款 1.4L 手动 时尚型 梦想版,一汽大众捷达离合器行程长脚感硬 刹车生锈,"C181,E42,",2020-08-23,处理反馈
512897,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸车内异味影响身体健康,"H185,",2020-08-23,处理反馈
512892,北汽昌河,昌河Q7,2018款 1.5T CVT 精英型 5座,北汽昌河Q7中控屏卡死无故重启要求解决,"H134,",2020-08-23,处理反馈
512889,东风悦达起亚,福瑞迪,2018款 1.6L 手动 智享天窗版 Value,东风悦达起亚福瑞迪空调压缩机故障不予质保,"H101,I297,",2020-08-23,处理反馈
512884,吉利新能源,星越新能源,2019款 改款 400T 驭星者 纯电动续航80KM,吉利星越新能源车机系统卡顿与宣传不符,"H155,M279,",2020-08-23,处理反馈
512877,吉利汽车,远景X6,2020款 1.4T CVT 亚运版,吉利远景X6底盘生锈车窗和天窗不能自动关闭,"H79,H67,H192,",2020-08-23,处理反馈
512870,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车灯亮度低影响夜间行车安全,"H82,",2020-08-23,用户评分
512869,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质炫版,长安马自达昂克赛拉仪表盘方向盘减震器异响,"D59,G52,H72,H202,",2020-08-23,处理反馈
512866,奇瑞汽车,艾瑞泽GX,2019款 Pro 1.5T CVT 型色版 国VI,奇瑞艾瑞泽GX油门踏板抖动4S店查不出原因,"A174,J301,",2020-08-23,处理反馈
512864,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L尾灯多处有开裂的现象,"H220,",2020-08-23,信息审核
512862,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁踩油门行驶时发动机有异响,"A9,",2020-08-23,处理反馈
512860,DS汽车,DS 7,2018款 45THP 运动版,长安标致雪铁龙DS7尾灯进水严重承诺不兑现,"H88,L313,",2020-08-23,信息审核
512855,东风本田,杰德,2016款 1.8L 自动 舒适精英版 5座,东风本田杰德挂D挡和S挡时车辆无法行驶,"B334,",2020-08-23,用户评分
